"Organização";"Nome";"Descrição";"Tags";"Quantidade Recursos";"Quantidade Reusos";"Quantidade Downloads";"Quantidade Seguidores"
"Ministério da Fazenda";"Dívida consolidada líquida dos estados e do DF, de 2000 a 2014";"Dívida consolidada líquida (DCL), receita corrente líquida (RCL) e relação DCL/RCL de estados e DF para o período 2000 a 2014, conforme declarado pelos entes da Federação no âmbito da publicação do Relatório de Gestão Fiscal (RGF), em cumprimento da Lei da Responsabilidade Fiscal (LRF).

Os dados são provenientes do sistema SISTN, o qual foi descontinuado pela Caixa Econômica Federal. Atualmente as informações são administradas pela CCONF/STN. O tabulamento dos dados foi feito de forma manual pela COPEM/STN ao longo dos anos. Os dados não contemplam eventuais retificações realizadas pelos entes da Federação.

Segue explicação dos conceitos das variáveis apresentadas.

## Dívida Consolidada Líquida (DCL)

De acordo com o Manual de Demonstrativos Fiscais (MDF) da STN, a DCL representa o montante da Dívida Consolidada (DC) deduzido o saldo relativo aos haveres financeiros (disponibilidade de caixa e demais haveres financeiros). Caso o valor dos haveres financeiros seja inferior aos Restos a Pagar processados (exceto precatórios), não haverá deduções na DC, e logo a Dívida Consolidada Líquida(DCL) será igual à Dívida Consolidada. 

Por sua vez, a Dívida Consolidada (DC) ou fundada, para fins fiscais, corresponde ao montante total  das  obrigações financeiras, apurado sem duplicidade (excluídas as obrigações entre órgãos da administração direta e entre estes e as entidades da administração indireta), assumidas:

* pela realização de operações de crédito com a emissão de títulos públicos, para amortização em prazo superior a 12 (doze) meses (dívida mobiliária);

* pela realização de operações de crédito em virtude de leis, contratos (dívida contratual), convênios ou tratados, para amortização em prazo superior a 12 (doze) meses;

* com os precatórios judiciais emitidos a partir de 5 de maio de 2000 e não pagos durante a execução do orçamento em que houverem sido incluídos;

* pela realização de operações de crédito de prazo inferior a 12 (doze) meses, que tenham constado como receitas no orçamento.

## Receita Corrente Líquida (RCL)

De acordo com o MDF da STN, a RCL é o somatório das receitas tributárias, de contribuições, patrimoniais, agropecuárias, industriais, de serviços, transferências correntes e outras receitas correntes do ente da Federação, deduzidos alguns itens exaustivamente explicitados pela própria LRF, não cabendo interpretações que extrapolem os dispositivos legais.

Conforme a LRF, em seu art. 2º, inciso IV:
> IV - receita corrente líquida: somatório das receitas tributárias, de contribuições, patrimoniais, industriais, agropecuárias, de serviços, transferências correntes e outras receitas também correntes, deduzidos:
> a) na União, os valores transferidos aos Estados e Municípios por determinação constitucional ou legal, e as contribuições mencionadas na alínea a do inciso I e no inciso II do art. 195, e no art. 239 da Constituição;
> b) nos Estados, as parcelas entregues aos Municípios por determinação constitucional;
> c) na União, nos Estados e nos Municípios, a contribuição dos servidores para o custeio do seu sistema de previdência e assistência social e as receitas provenientes da compensação financeira citada no § 9º do art. 201 da Constituição.

## Relação DCL/RCL

Os limites percentuais da relação DCL/RCL dos Estados, do Distrito Federal e dos Municípios estão previstos na Resolução do Senado Federal nº 40, de 20/12/2001, e são os seguintes:

* no caso dos Estados e do Distrito Federal:  < 2,0

* no caso dos Municípios: < 1,2";"Ajuste Fiscal de Estados,Indicadores Fiscais e de Endividamento,LRF,Limites de Endividamento";"4";"0";"24";"0"
"Ministério da Fazenda";"Movimentação e Tempos de Despachos Aduaneiros";"Tempo Médio de Importação; 2. Quantidade de DI e DU-E a partir de 2021; 3. Quantidade de DI e DE até 2020.";"Exportação,Importação,Receita Federal";"15";"0";"1299";"6"
"Ministério da Fazenda";"Parcelamento de Debitos";"Dados relacionados aos parcelamentos ativos concedidos pela Secretaria Especial da Receita Federal do Brasil (RFB).";"Lei 11.941,Lei 12.865,Lei 12.996,Ordinário,RFB,Simplificado,parcelamento,parcelamento especial,receita federal";"8";"0";"898";"10"
"Ministério da Fazenda";"Destinações de Mercadorias Apreendidas";"A gestão de mercadorias apreendidas compreende o controle, o gerenciamento, a guarda e a destinação de produtos abandonados, entregues à Fazenda Nacional ou objeto de pena de perdimento, administrados pela Secretaria Especial de Receita Federal do Brasil (RFB). Conforme previsto no artigo 29, item II, do Decreto-lei nº 1455, de 7 de abril  de 1976, atualmente regulamentado pelo Decreto nº 6.759, de 5 de fevereiro de 2009 e pela Portaria MF n° 282, de 09 de junho de 2011, a destinação de mercadorias apreendidas, pode ocorrer nas seguintes  modalidades:

- Destruição;
- Leilão e
- Doação e incorporação.

O primeiro conjunto de dados traz informações sobre a destruição de cigarros apreendidos pela RFB. De acordo com a legislação vigente, devem ser destruídos artigos como cigarros e demais derivados do tabaco, simulacros de armas de fogo, produtos falsificados e que ferem os direitos autorais, dentre outros. A destruição ou inutilização de mercadorias apreendidas é efetuada por meio de procedimento que descaracterize os produtos, tornando-os impróprios para os fins a que se destinavam originalmente ou retirando a sua atratividade comercial nos termos da Portaria RFB n° 200/2022.

A segunda base de dados trata de informações relevantes dos leilões de mercadorias apreendidas pela RFB. Conforme dispõem a Lei nº 8.666/93 e a Lei n° 14.133/2021,  leilão é a modalidade de licitação a ser adotada entre quaisquer interessados para a venda de produtos legalmente apreendidos a quem oferecer maior lance, igual ou superior ao valor da avaliação.";"arrecadação em leilões pela RFB,destruição de cigarros,mercadorias apreendidas,receita federal";"4";"0";"1635";"23"
"Ministério da Fazenda";"Regime Tributário Unificado (RTU)";"Dados do Regime Tributário Único (RTU). Os dados estão divididos em dois balanços, conforme o período em que foram coletados. O Balanço correspondente ao período de 2012 (a partir de junho) a 2016 apresenta o número de declarações de importação desembaraçadas, os valores desembaraçados e os valores dos tributos federais pagos. O Balanço a partir de 2017 exterioriza, além dos dados citados, o número de importadores.";"DRTU,Importação,RFB,Receita Federal,Regime Tributário Único";"3";"0";"178";"1"
"Ministério da Fazenda";"Emissões Soberanas da Dívida Pública Federal Externa";"Conjunto de dados contém a listagem de todos os títulos externos emitidos pelo Tesouro Nacional desde 1995 e suas características. Os títulos são emitidos em dólares, euros ou reais (ambos com fluxos de recebimento e pagamento em dólares), usualmente com data de vencimento de 10 e 30 anos. ";"Bonds,Dívida Externa,Dívida Pública Federal,Dólar,Euro,Finanças,Global,Sistema Financeiro,Títulos";"3";"0";"19";"0"
"Ministério da Fazenda";"Créditos Ativos";"Conjunto de informações sobre créditos tributários ativos administrados pela Secretaria Especial da Receita Federal do Brasil (RFB). Os dados estão em formato aberto (.CSV) e representam o saldo atualizado do crédito tributário no final do mês de referência indicado no arquivo. Salienta-se que a base de créditos ativos não inclui os créditos tributários enviados para inscrição em Dívida Ativa da União (DAU), administrada pela Procuradoria-Geral da Fazenda Nacional (PGFN).";"RFB,crédito tributário,créditos ativos,devedores,dívida administrativa,receita federal";"2";"0";"1541";"10"
"Ministério da Fazenda";"Resultado da Fiscalização";"Informações disponibilizadas do quantitativo de procedimentos fiscais e do valor apurado nesses procedimentos, agrupados por Setor Econômico, quando na pessoa jurídica ou Ocupação Principal quando na pessoa física. Informações disponibilizadas do quantitativo de procedimentos de fiscalizações e do valor apurado nesses procedimentos, agrupados por Tributo.";"Fiscalização,RFB,Receita Federal,Setor Econômico,Tributos,auditorias";"4";"0";"414";"3"
"Ministério da Fazenda";"Capacidade de Pagamento de Municípios";"Este conjunto de dados contém as notas de capacidade de pagamento (CAPAG) de todos os municípios, além das notas obtidas por eles em cada um dos três indicadores avaliados.

*O resultado apurado para a CAPAG não vincula a posição do Tesouro Nacional. O cálculo definitivo da CAPAG será efetuado por ocasião da verificação do cumprimento dos limites e condições para contratação de operações de crédito com garantia da União.*";"Ajuste Fiscal de Estados DF e Municípios,Ajuste Fiscal de Estados e Municipios,Estados e Municipios,Estados e Municípios";"8";"0";"90";"2"
"Ministério da Fazenda";"CARF - Julgamentos de processos";"Este conjunto de dados contém a lista de processos administrativos fiscais julgados pelo CARF - Conselho Administrativo de Recursos Fiscais - durante o ano de referência.";"CARF";"12";"0";"566";"4"
"Ministério da Fazenda";"Balanço Aduaneiro";"O Balanço Aduaneiro é publicado anualmente pela Secretaria Especial da Receita Federal do Brasil, e apresenta as principais realizações e resultados da Aduana brasileira para aquele período. As informações estão organizadas de acordo com os principais temas aduaneiros, incluindo importação e exportação, remessas internacionais, controle de bens e viajantes, Programa Operador Econômico Autorizado (OEA), gerenciamento de riscos, e vigilância e repressão.";"Bens,Exportação,Importação,Malha,apreensão,despacho,fraude,oea,remessa,renúncia";"40";"0";"907";"6"
"Ministério da Fazenda";"Declaração de Benefícios Fiscais (DBF)";"Dados abertos da Declaração de Benefícios Fiscais (DBF), entregue à Receita Federal por órgãos do governo que aprovam projetos que dão direito a benefício fiscal. A partir da declaração, são extraídos dados sobre doações, remessas, patrocínios e beneficiários de recursos públicos.";"Benefício Fiscal,DBF,RFB,Receita Federal";"15";"0";"536";"5"
"Ministério da Fazenda";"Despesas por Função do Governo Central - Classificação COFOG";"Este conjunto de dados apresenta as estatísticas de despesas do governo central brasileiro seguindo a Classificação por Função de Governo (COFOG - Classification of Functions of Government) da OCDE/ONU . 

De acordo com o manual de estatísitcas do FMI denominado Government Finance Statistics Manual 2014 – GFSM 2014:  “... a classificação por Funções de Governo (COFOG) é a classificação detalhada das funções, ou objetivos socioeconômicos, que as unidades do governo geral pretendem alcançar por meio de distintos tipos de gasto. A COFOG fornece uma classificação dos gastos do governo por funções que são de interesse geral e úteis para uma ampla variedade de aplicações analíticas. Estatísticas sobre saúde, educação, proteção social e proteção ambiental, por exemplo, podem ser usadas para estudar a eficácia de programas governamentais nessas áreas”.

Neste trabalho foi considerada apenas a abrangência do governo central orçamentário para o Brasil e demais países da amostra, ou seja, não foram considerados os gastos realizados pelas esferas subnacionais. Sendo assim, os exercícios comparativos devem ser tomados com cautela, na medida em que os gastos dos governos refletem diferentes arranjos federativos (governos centralizados ou federados), sistemas de governo (parlamentarismo ou presidencialismo), tamanho da população e do território, entre outros. Deve-se, portanto, ter cautela a fim de não produzir comparações espúrias.

São disponibilizadas as bases de dados com a classificação das despesas SIAFI linha por linha a partir de 2010, com os devidos ajustes metodológicos. Para mais informações consultar o anexo metodológico e os metadados das tabelas neste conjunto de dados. 
";"COFOG,Despesas por Função,Estatísticas Fiscais,FMI,GFS,Gasto";"16";"0";"18";"0"
"Ministério da Fazenda";": Códigos STN (SICOR)";"Códigos (13 dígitos) a serem preenchidos quando uma destinação possuir fonte de recurso equalizada para identificar as operações que jazem jus à equalização pelo Secretaria do Tesouro Nacional (STN), conforme definido em Portaria do ME.";"Código STN,Plano Safra,SICOR";"1";"0";"5";"0"
"Ministério da Fazenda";"Boletim de Arrecadação dos Tributos Estaduais";"Dados referente aos tributos estaduais, informados por cada unidade federada, considerando o disposto no Convênio ICMS 98/96, através do Sistema Gestor dos Dados Econômicos Fiscais – SIGDEF.";"Boletim,CONFAZ,ICMS,IPVA,ITCMD,Impostos,SIGDF,Taxas,Tributos,arrecadação,arrecadação tributária,contribuinte,taxas,tributos estaduais";"1";"1";"3673";"26"
"Ministério da Fazenda";"CARF - Estoque de processos";"Este conjunto de dados contém a lista de processos administrativos fiscais que constavam no estoque do CARF - Conselho Administrativo de Recursos Fiscais - ao final do mês.";"CARF";"12";"0";"319";"4"
"Ministério da Fazenda";"Execução Orçamentária e Financeira da Dívida Pública Federal por Natureza da Despesa";"Este conjunto de dados contém da movimentação líquida da execução orçamentária e financeira da Dívida Pública Federal, por Natureza da Despesa, discriminada por exercício e mês de lançamento.";"DPF,Despesas,Dívida Pública,Dívida Pública Federal,Execução Financeira,Finanças,Orçamentária,Receita";"2";"0";"13";"0"
"Ministério da Fazenda";"Dotação Orçamentária e Crédito Empenhado da Dívida Pública Federal por Fonte de Recursos";"Dotação Orçamentária Inicial, conforme o disposto na Lei Orçamentária Anual, Dotação Atualizada por suplementações e remanejamentos, Crédito Empenhado e Liquidado da Dívida Pública Federal detalhados por Fonte de Recursos.";"DPF,Dívida Pública Federal,Execução,Fonte de Recursos,Orçamento";"2";"0";"4";"0"
"Ministério da Fazenda";"Execução Orçamentária e Financeira da Dívida Pública Federal por Fonte de Recursos";"Este conjunto de dados contém o saldo atual da execução orçamentária e financeira da Dívida Pública Federal, para o exercício indicado, por Fonte de Recursos.";"Despesas,Dívida Pública,Dívida Pública Federal,Execução Orçamentária e Financeira,Finanças,Fonte de Recursos";"2";"0";"7";"0"
"Ministério da Fazenda";"Incentivo, Renúncia, Benefício ou Imunidade de Natureza Tributária - PJ - Anexo V da Portaria RFB nº 319/2023";"Dados atinentes ao Anexo V da Portaria RFB nº 319/2023, que “dispõe sobre a transparência ativa das informações relativas a incentivo, renúncia, benefício ou imunidade de natureza tributária, cujo beneficiário seja pessoa jurídica, prevista no inciso IV do § 3º do art. 198 da Lei nº 5.172, de 25 de outubro de 1966 - Código Tributário Nacional (CTN), no âmbito da Secretaria Especial da Receita Federal do Brasil (RFB)”. O Anexo V apresenta as referidas informações no tocante a Benefícios Fiscais e Regimes Especiais de Tributação";"Benefício Fiscal,RFB,Receita Federal,Renúncia Fiscal";"2";"0";"71";"1"
"Ministério da Fazenda";"Incentivo, Renúncia, Benefício ou Imunidade de Natureza Tributária - PJ - Anexos III e IV da Portaria RFB nº 319/2023";"Dados atinentes aos Anexos III e IV da Portaria RFB nº 319/2023, que “dispõe sobre a transparência ativa das informações relativas a incentivo, renúncia, benefício ou imunidade de natureza tributária, cujo beneficiário seja pessoa jurídica, prevista no inciso IV do § 3º do art. 198 da Lei nº 5.172, de 25 de outubro de 1966 - Código Tributário Nacional (CTN), no âmbito da Secretaria Especial da Receita Federal do Brasil (RFB)”. Os Anexo III e IV apresentam as referidas informações no tocante ao PIS/Cofins sobre a Importação e ao Imposto de Importação - II e Imposto sobre Produtos Industrializados - IPI, respectivamente.";"Cofins,IPI,Imunidade,Isenção,PIS,RFB,Renúncia Fiscal,ii,receita federal,renúncia,suspensão tributária";"4";"0";"93";"2"
"Ministério da Fazenda";"Incentivo, Renúncia, Benefício ou Imunidade de Natureza Tributária - PJ - Anexos I e II da Portaria RFB nº 319/2023";"Dados atinentes aos Anexos I e II da Portaria RFB nº 319/2023, que “dispõe sobre a transparência ativa das informações relativas a incentivo, renúncia, benefício ou imunidade de natureza tributária, cujo beneficiário seja pessoa jurídica, prevista no inciso IV do § 3º do art. 198 da Lei nº 5.172, de 25 de outubro de 1966 - Código Tributário Nacional (CTN), no âmbito da Secretaria Especial da Receita Federal do Brasil (RFB)”. Os Anexos I e II apresentam as referidas informações quanto ao declarado na Escrituração Contábil Fiscal (ECF) do contribuinte e a pessoas jurídicas imunes e isentas, respectivamente.";"Benefício Fiscal,Incentivo Fiscal,RFB,Receita Federal,Renúncia Fiscal";"3";"0";"190";"2"
"Ministério da Fazenda";"Subsídios e Subvenções da União - Valores Pagos - Casa Verde Amarela, antiga Minha Casa, Minha Vida";"Apura despesas pagas por mês, pelo critério valores pagos e com recursos do Orçamento Fiscal e da Seguridade Social, relativas a subvenções econômicas constantes do Programa Casa verde Amarela (PCVA), antiga Minha Casa, Minha Vida (PMCMV), programa habitacional inserido no Programa de Aceleração do Crescimento.";"Administração Financeira e Orçamentária,Programa Minha Casa Minha Vida,Programa de Aceleração do Crescimento,Subsídios e Subvenções,Subsídios e Subvenções da União,Subvenção Econômica";"3";"0";"130";"2"
"Ministério da Fazenda";"Programa de Aceleração do Crescimento - PAC - OGU - Valores Pagos";"__PAC__ – O Programa de Aceleração do Crescimento foi criado no início de 2007, conforme Decreto n. 6.025/2007, como um Programa de Governo destinado a incrementar o planejamento de longo prazo, em uma parceria inédita entre o governo, empresas estatais e iniciativa privada. O PAC selecionou diversas ações de investimento, das quais se espera um elevado grau de influência na modernização e ampliação da infraestrutura do país (rodovias, ferrovias, portos, energia elétrica) e melhoria na qualidade de vida do cidadão (saneamento, saúde e educação).


**Legislação:**

*Leis*

* [Lei nº 4.320, de 17 de Março de 1964 ]   (http://www.planalto.gov.br/ccivil_03/Leis/L4320.htm)_(Estatui Normas Gerais de Direito Financeiro para elaboração e controle dos orçamentos e balanços da União, dos Estados, dos Municípios e do Distrito Federal.)_ 


*Decretos*

* [Decreto 6.025, de 22 de Janeiro de 2007 ]   (http://www.planalto.gov.br/ccivil_03/_Ato2007-2010/2007/Decreto/D6025.htm)_(Institui o Programa de Aceleração do Crescimento-PAC, o seu Comitê Gestor, e dá outras providências.)_


**Links:**

* [Site da Secretaria de Orçamento Federal (SOF) ]    (http://www.orcamentofederal.gov.br)_(Acessar a página orçamentos anuais, selecionar o ano que se deseja consultar e escolher o link PAC – Relatório Mensais.)_
";"Investimento Federal,Investimento Público,Investimento da União,PAC,Programa Minha Casa Minha Vida";"3";"0";"61";"1"
"Ministério da Fazenda";"Transferências da União - Total por Estado";"Total das transferências obrigatórias e discricionárias da União para os estados e Distrito Federal.";"Estados e Municípios,Finanças,Orçamento e Finanças da União,Transferências Discricionárias,Transferências Obrigatórias,Transferências para Estados DF e Municípios";"2";"0";"37";"0"
"Ministério da Fazenda";"Resultado da Arrecadação";"Dados da arrecadação de impostos e contribuições federais administrados pela Secretaria Especial da Receita Federal do Brasil (RFB).";"CNAE,Estado,IPI,IR,ITR,RFB,arrecadação,arrecadação federal,receita federal";"10";"0";"10064";"38"
"Ministério da Fazenda";"Garantias Concedidas em Operações de Crédito Externas";"Conjunto de dados contém as informações das garantias concedidas , relativas às operações externas firmados por Estados, Municípios, Distrito Federal, entidades controladas e estatais federais, que contem com a Garantia da União.";"Concessão de Garantias,Contratos,Credor,Distrito Federal,Dívida Pública Federal,Entidades Controladas,Estados,Estatais Federais,Financiador,Financiamentos,Garantia,Garantia Externa,Garantias da União,Municípios,Mutuários,Operações de Crédito,Projetos";"3";"0";"6";"1"
"Ministério da Fazenda";"Contratos Para Financiamentos de Projetos, Aquisição de Bens ou Serviços";"Conjunto de dados contendo as informações das operações de crédito externo contratados pela União, relacionados a financiamento de projetos e aquisição de bens ou serviços (CONTRATAÇÃO DIRETA).";"Acordo,Aquisição de Bens,Contratação Direta,Contratos,Credor,Dívida Pública Federal,Empréstimos Externos,Financiador,Financiamento de Projetos,Mutuário,Operações de Crédito,Programa,Projeto,Serviços";"3";"0";"13";"0"
"Ministério da Fazenda";"Garantias Concedidas em Operações de Crédito Internas";"Conjunto de dados contém as informações das garantias concedidas , relativas às operações internas firmados por Estados, Municípios, Distrito Federal, entidades controladas e estatais federais, que contem com a Garantia da União.";"Ajueste Fiscal de Estados e Municípios,Concessão de Garantias,Contratos,Credor,Distrito Federal,Divida Pública Federal,Entidades Controladas,Estatais Federais,Financiador,Financiamento de Projetos,Financiamentos,Garantia,Garantias da União,Municípios,Mutuários,Operações de Crédito";"3";"0";"5";"0"
"Ministério da Fazenda";"Investimento Público - OGU - Valores Pagos";"Investimento Orçamento Geral da União (OGU) – Corresponde ao total das despesas de investimentos e inversões financeiras, exceto despesas financeiras, conforme definido nos Parágrafos 4º e 5º do Art. 12 da Lei nº 4.320, de 1964, que compõem o Orçamento Fiscal e da Seguridade Social. Os dados são obtidos a partir de consultas junto ao Sistema Integrado de Administração Financeira do Governo Federal – SIAFI. A estatística é apurada pelo grupo de natureza da despesa igual a 4 e 5, exceto despesas financeiras.

**Legislação**

*Leis*

* [Lei nº 4.320, de 17 de Março de 1964] (http://www.planalto.gov.br/ccivil_03/Leis/L4320.htm)
_(Estatui Normas Gerais de Direito Financeiro para elaboração e controle dos orçamentos e balanços da União, dos Estados, dos Municípios e do Distrito Federal.)_";"Investimento,Investimento Federal,Investimento Público,Investimento da União,Investimento do Governo Federal";"7";"0";"29";"0"
"Ministério da Fazenda";"Transferências Constitucionais Para Estados";"Parcela das receitas federais arrecadadas pela União é repassada aos Estados, ao Distrito Federal. O rateio da receita proveniente da arrecadação de impostos entre os entes federados representa um mecanismo fundamental para amenizar as desigualdades regionais, na busca incessante de promover o equilíbrio sócio-econômico entre Estados.

Cabe ao Tesouro Nacional, em cumprimento aos dispositivos constitucionais, efetuar as transferências desses recursos aos entes federados, nos prazos legalmente estabelecidos.

Dentre as principais transferências da União para os Estados, o DF, previstas na Constituição, destacam-se: o Fundo de Participação dos Estados e do Distrito Federal (FPE); o Fundo de Participação dos Municípios (FPM); o Fundo de Compensação pela Exportação de Produtos Industrializados - FPEX; o Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação - Fundeb; e o Imposto sobre a Propriedade Territorial Rural - ITR.";"CIDE-Combustíveis,Estados,FEX,FPE,FPM,Finanças,IOF-Ouro,IPI-Exportação,ITR,Orçamento e Finanças,Transferências Constitucionais,Transferências para Estados DF e Municípios";"123";"0";"208";"1"
"Ministério da Fazenda";"Emissões Diretas de Títulos da Dívida Pública Mobiliária Federal interna - DPMFi";"Este conjunto de dados contém o histórico dos valores de emissões diretas de títulos públicos, decorrentes de programas de governo ou de operações estruturadas, a partir de janeiro de 2007.";"BASA,BB,BNDES,Banco Central,CAIXA,CDE,Concessão de Crédito,DPMFi,Dívida Pública Federal,Emissões Diretas,FCVS,FIES,PROEX,PROIES,Resultado Negativo,Títulos Públicos";"3";"0";"27";"0"
"Ministério da Fazenda";"Transferências Constitucionais para Municípios";"Parcela das receitas federais arrecadadas pela União é repassada aos Municípios. O rateio da receita proveniente da arrecadação de impostos entre os entes federados representa um mecanismo fundamental para amenizar as desigualdades regionais, na busca incessante de promover o equilíbrio sócio-econômico entre Estados.

Cabe ao Tesouro Nacional, em cumprimento aos dispositivos constitucionais, efetuar as transferências desses recursos aos entes federados, nos prazos legalmente estabelecidos.

Dentre as principais transferências da União para os Municípios, previstas na Constituição, destacam-se: o Fundo de Participação dos Estados e do Distrito Federal (FPE); o Fundo de Participação dos Municípios (FPM); o Fundo de Compensação pela Exportação de Produtos Industrializados - FPEX; o Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação - Fundeb; e o Imposto sobre a Propriedade Territorial Rural - ITR.";"CIDE-Combustíveis,FEX,FPE,FPM,Finanças,IOF-Ouro,IPI-Exportação,Municípios,Orçamento e Finanças,Transferências Para Municípios,Transferências para Estados DF e Municípios";"109";"0";"373";"1"
"Ministério da Fazenda";"Operações do Tesouro Direto";"Este conjunto de dados contém listagem das operações realizadas no programa Tesouro Direto com detalhamento de título e valor operado. As operações consideram o ponto de vista do Tesouro Nacional, enquanto emissor dos títulos, e são classificadas em Venda, Compra, Retirada ou Depósito.";"Investidores,Investimento,Tesouro Direto,Tesouro IGPM,Tesouro IPCA,Tesouro IPCA com Juros Semestrais,Tesouro Prefixado,Tesouro Prefixado com Juros Semestrais,Tesouro Selic";"3";"0";"90";"1"
"Ministério da Fazenda";"Transferências Obrigatórias da União - por Município";"Valor das transferências obrigatórias realizadas pela União em favor dos municípios.";"CIDE-Combustíveis,Estados e Municípios,FEX,FPM,Finanças,IOF-Ouro,ITR,Orçamento e Finanças da União,Transferências para Estados DF e Municípios";"9";"0";"179";"2"
"Ministério da Fazenda";"Transferências Obrigatórias da União";"Transferências obrigatórias da União para os Estados e conjunto de Municípios do Estado.";"CIDE-Combustíveis,Estados e Municípios,FEX,FPE,FPM,Finanças,IOF-Ouro,IPI-Exportação,ITR,Orçamento e Finanças da União,Transferências para Estados DF e Municípios";"18";"0";"132";"3"
"Ministério da Fazenda";"Repasses da Arrecadação Federal";"Dados dos repasses da arrecadação federal efetivados pela Secretaria Especial da Receita Federal do Brasil (RFB).";"Criança e Adolescente,FDCA,FDI,Idoso,Pessoa Idosa,RFB,Repasses,arrecadação,receita federal";"17";"0";"1407";"10"
"Ministério da Fazenda";"Dados Abertos de Custos com Depreciação do Governo Federal";"Este conjunto de dados contém os Custos com Depreciação do Governo Federal detalhados por Conta Contábil.";"Contabilidade Aplicada ao Setor Público,Contabilidade Pública,Custos,Custos da União,Depreciação,Finanças Públicas,Gestão de Custos";"3";"0";"32";"0"
"Ministério da Fazenda";"Investidores do Tesouro Direto";"Este conjunto de dados contém a lista de investidores cadastrados no programa Tesouro Direto. A listagem inclui dados do perfil do investidor como data de adesão, profissão, cidade de residência e estado civil, dentre outros. Há também informação se o investidor está ativo ou não, o que significa que ele ainda opera no programa, assim como existe um indicador se ele operou nos últimos 12 meses. Os investidores são identificados por um código único. Quando um investidor possui cadastro em mais de uma instituição financeira, esse outro cadastro é registrado em uma nova linha com o mesmo código de investidor.";"Investidores,Investimento,Tesouro Direto";"3";"0";"182";"1"
"Ministério da Fazenda";"Cadastro Nacional da Pessoa Jurídica - CNPJ";"O Cadastro Nacional da Pessoa Jurídica (CNPJ) é um banco de dados gerenciado pela Secretaria Especial da Receita Federal do Brasil (RFB), que armazena informações cadastrais das pessoas jurídicas e outras entidades de interesse das administrações tributárias da União, dos Estados, do Distrito Federal e dos Municípios. A periodicidade de atualização dos dados é mensal. Data da última extração: 14/10/2023.";"CNPJ,RFB,cadastro CNPJ,receita federal";"39";"0";"279445";"659"
"Ministério da Fazenda";"Dados Abertos de Custos com Transferências do Governo Federal";"Este conjunto de dados contém os Custos com Transferências do Governo Federal detalhados por esfera orçamentária, modalidade de aplicação e Resultado EOF.";"Contabilidade Aplicada ao Setor Público,Contabilidade Pública,Custos,Custos da União,Finanças Públicas,Gestão de Custos,Transferência";"3";"0";"37";"0"
"Ministério da Fazenda";"Emissões e Resgates - Dívida Pública Federal";"Este conjunto de dados apresenta as emissões e resgates de dívida pública realizados no mercado primário, onde o investidor adquire o título diretamente do emissor. No âmbito da Dívida Mobiliária Federal é representado pelas operações realizadas pela Secretaria do Tesouro Nacional com os investidores.
";"Dívida Pública Federal,Emissão Direta,Finanças,Leilão,Pagamentos e Resgates Antecipados,Resgate de Títulos";"2";"0";"7";"0"
"Ministério da Fazenda";"Fatores de Variação da Dívida Pública Federal";"Este conjunto de dados contém as informações da variação de estoque da DPF entre dois meses e as variáveis responsáveis por essa variação. ";"Contratos e Banco Central,Dívida Pública Federal,Fatores de Variação,Finanças,Títulos";"2";"0";"19";"0"
"Ministério da Fazenda";"Emendas Parlamentares Individuais e de bancada";"Para fins de cálculo da receita corrente líquida por parte dos entes conforme estabelecido no § 16 do art. 166 da Constituição Federal, são disponibilizados os demonstrativos das Emendas Parlamentares Individuais e de Bancada em nossa página na internet (https://www.gov.br/tesouronacional/pt-br/estados-e-municipios/transferencias-a-estados-e-municipios/transferencias-constitucionais-e-legais, item 7 - Emendas Parlamentares Individuais e de Bancada). Esta série de dados abertos foi criada para divulgar de forma mais detalhada as informações referentes às emendas parlamentares individuais e de bancada.";"Bancada,Emendas Parlamentares,Estados,Estados e Municípios,Individuais,Municípios";"2";"0";"62";"0"
